序号,辖区,零售药店代码（国家）,零售药店名称,地址,X,Y
1,南山区,P44030504506,深圳市健华药业连锁有限公司,深圳市南山区桃源街道桃源社区北环大道方大广场（一期）3、4号研发楼3号楼805,113.972673,22.556772
2,宝安区,P44030602632,深圳市健华药业连锁有限公司锦花分店,深圳市宝安区西乡街道固戍下围园工业区A栋1F103号,113.844884,22.59667
3,宝安区,P44030602643,深圳市健华药业连锁有限公司流塘分店,广东省深圳市宝安区西乡街道流塘社区工业路38号－2,113.885481,22.569978
4,宝安区,P44030602642,深圳市健华药业连锁有限公司流塘新村分店,深圳市宝安区西乡街道流塘社区新村6巷9号一楼101铺,113.88568,22.579188
5,宝安区,P44030602645,深圳市健华药业连锁有限公司奇生分店,深圳市宝安区西乡街道固戍社区固戍一路849号,113.849231,22.596885
6,宝安区,P44030602636,深圳市健华药业连锁有限公司三围分店,深圳市宝安区航城街道三围社区西六巷10号102,113.844374,22.613456
7,宝安区,P44030602638,深圳市健华药业连锁有限公司西乡凤凰岗分店,深圳市宝安区西乡街道凤凰岗社区宝田一路213宝田一路213－2,113.885472,22.599791
8,宝安区,P44030602622,深圳市健华药业连锁有限公司西乡桃源分店,深圳市宝安区西乡街道桃源居世外桃源12栋102号,113.864162,22.615899
9,宝安区,P44030602640,深圳市健华药业连锁有限公司下十围分店,深圳市宝安区福永街道福围社区东福围西街3号东福围西街3－2号－1,113.820142,22.653785
10,宝安区,P44030602621,深圳市健华药业连锁有限公司新二第一分店,深圳市宝安区新桥街道新二社区新二路42号新二路42-2,113.840856,22.728572
11,宝安区,P44030602618,深圳市健华药业连锁有限公司新桥分店,深圳市宝安区新桥街道新桥社区新桥一路9号锦波楼9－1,113.837476,22.734862
12,宝安区,P44030602629,深圳市健华药业连锁有限公司中和堂分店,深圳市宝安区航城街道黄田社区黄田市场E区003（3、4、5号铺）,113.848572,22.627205
13,宝安区,P44030602634,深圳市健华药业连锁有限公司西乡径贝分店,广东省深圳市宝安区西乡街道径贝社区径贝新村243号一楼102,113.876499,22.567437
14,宝安区,P44030602641,深圳市健华药业连锁有限公司新桥创新分店,深圳市宝安区新桥街道沙企社区富通路二巷2号创新花园富通路111,113.830891,22.72024
15,宝安区,P44030602637,深圳市健华药业连锁有限公司丽都花园分店,深圳市宝安区新桥街道上寮社区企安路12-64所在楼栋企安路12-64（8栋A座C01铺）,113.883831,22.554986
16,宝安区,P44030602633,深圳市健华药业连锁有限公司荣康分店,深圳市宝安区西乡街道永丰社区一队A区4-95号一楼,113.869605,22.573758
17,宝安区,P44030602646,深圳市健华药业连锁有限公司固戍海滨分店,深圳市宝安区西乡街道固戍社区海滨新村五区六巷4号102,113.845496,22.588233
18,宝安区,P44030602649,深圳市健华药业连锁有限公司鸿景源分店,深圳市宝安区新安街道宝城34区宝民路鸿景园5栋124,113.891776,22.573906
19,宝安区,P44030602625,深圳市健华药业连锁有限公司安乐二分店,深圳市宝安区新安街道41区43栋首层（原新安镇翻身安乐41区109号）,113.900711,22.558834
20,宝安区,P44030602631,深圳市健华药业连锁有限公司上排分店,深圳市宝安区石岩街道龙腾社区上排新村南三巷3号一层101,113.935367,22.68722
21,宝安区,P44030602626,深圳市健华药业连锁有限公司永康分店,深圳市宝安区石岩街道罗租社区罗租上新村八巷 14 号 一层,113.938744,22.6734
22,宝安区,P44030602647,深圳市健华药业连锁有限公司沙井同升分店,广东省深圳市宝安区沙井街道和一社区松福大道1021号101-103,113.7909,22.713266
23,宝安区,P44030603481,深圳市宝安药业大药房有限公司西乡二店,深圳市宝安区西乡街道龙珠社区龙吟二路133号1层,113.879043,22.580057
24,宝安区,P44030603484,深圳市宝安药业大药房有限公司西乡店,深圳市宝安区西乡街道西乡社区真理街105号真理街123、125号,113.879009,22.574675
25,宝安区,P44030601184,深圳市健鹏药业有限公司,深圳市宝安区航城街道钟屋社区易尚三维产业楼1号楼703,113.859482,22.622234
26,宝安区,P44030601194,深圳市健鹏药业有限公司臣田分店,深圳市宝安区西乡街道臣田社区臣田村西区1号101-102,113.876704,22.591358
27,宝安区,P44030601195,深圳市健鹏药业有限公司共乐分店,深圳市宝安区西乡街道共乐社区上塘127号101,113.872806,22.57801
28,宝安区,P44030601171,深圳市健鹏药业有限公司固戍分店,深圳市宝安区西乡街道固戍社区下围园新村六巷9-2号,113.846328,22.597752
29,宝安区,P44030601181,深圳市健鹏药业有限公司怀德分店,深圳市宝安区福永街道怀德社区咸田三区一巷7号立新南路140号,113.816416,22.663919
30,宝安区,P44030601188,深圳市健鹏药业有限公司劳动分店,深圳市宝安区西乡街道永丰社区劳动一队4-74号102铺,113.868884,22.573361
31,宝安区,P44030601196,深圳市健鹏药业有限公司流塘分店,深圳市宝安区西乡街道流塘社区荔园一路60号一楼之一,113.889434,22.580289
32,宝安区,P44030601186,深圳市健鹏药业有限公司楼岗大道分店,深圳市宝安区松岗街道楼岗社区楼岗大道48号F栋101-1,113.858511,22.76583
33,宝安区,P44030601201,深圳市健鹏药业有限公司桥兴分店,深圳市宝安区福海街道桥头社区桥兴路31号桥兴路31号-2,113.807037,22.68881
34,宝安区,P44030601189,深圳市健鹏药业有限公司铁岗一分店,深圳市宝安区西乡街道铁岗社区西六巷1号101,113.885976,22.601622
35,宝安区,P44030601173,深圳市健鹏药业有限公司同升分店,深圳市宝安区沙井街道蚝乡社区西沙路陞达厂公寓楼108,113.789532,22.736988
36,宝安区,P44030601187,深圳市健鹏药业有限公司同心分店,深圳市宝安区新安街道上川路31区A3栋101号（新号104号）,113.896399,22.573488
37,宝安区,P44030601193,深圳市健鹏药业有限公司西乡二分店,深圳市宝安区西乡街道宝田一路臣田新苑5号楼首层4号铺,113.877218,22.593971
38,宝安区,P44030601190,深圳市健鹏药业有限公司新安分店,深圳市宝安区新安街道71区7#9幢首层（创业二路391号）,113.918575,22.581777
39,宝安区,P44030601192,深圳市健鹏药业有限公司新岸线分店,深圳市宝安区新安街道新安大道东南侧深业＊新岸线11栋29,113.874742,22.559208
40,宝安区,P44030601200,深圳市健鹏药业有限公司永福分店,深圳市宝安区松岗街道平安路居乐苑添福楼10-10号铺,113.851499,22.76756
41,宝安区,P44030601197,深圳市健鹏药业有限公司固戍三分店,深圳市宝安区西乡街道固兴社区固戍一路353号所在楼栋相约网吧101,113.860263,22.600903
42,宝安区,P44030601198,深圳市健鹏药业有限公司铁岗分店,深圳市宝安区西乡街道铁岗社区南四巷五号-3,113.8868,22.600134
43,宝安区,P44030601199,深圳市健鹏药业有限公司铁岗二分店,深圳市宝安区西乡街道铁岗社区东二巷2号101,113.888194,22.59956
44,宝安区,P44030601172,深圳市健鹏药业有限公司沙井一分店,深圳市宝安区沙井街道上寮社区三区教师楼105,113.815388,22.737115
45,宝安区,P44030601202,深圳市健鹏药业有限公司鹤洲分店,深圳市宝安区航城街道鹤洲社区鹤洲渔业村工业区4号厂房3号铺,113.863362,22.627727
46,宝安区,P44030601174,深圳市健鹏药业有限公司横巷分店,深圳市宝安区福永街道白石厦社区横巷十四巷15号横巷十四巷15-2号,113.823061,22.676442
47,宝安区,P44030601204,深圳市健鹏药业有限公司爱民分店,深圳市宝安区西乡街道后瑞社区爱民路20号B栋101,113.837466,22.629557
48,宝安区,P44030601203,深圳市健鹏药业有限公司蚌岗分店,深圳市宝安区松岗街道东方社区蚌岗新区五巷8号101,113.851319,22.751399
49,宝安区,P44030600924,深圳市海王星辰健康药房连锁有限公司爱购健康药房,深圳市宝安区石岩街道石新社区青年西路15号109-201（109A-201A）109A-1、109-2,113.925148,22.673219
50,宝安区,P44030600532,深圳市海王星辰健康药房连锁有限公司万丰中路健康药房,深圳市宝安区新桥街道万丰社区万丰中路473-2号,113.820194,22.707751
51,宝安区,P44030600583,深圳市海王星辰健康药房连锁有限公司宝安尚都健康药房,深圳市宝安区新安街道新城大道西南侧裕安路东南侧尚都花园2栋105,113.886299,22.558612
52,福田区,P44030600620,深圳市海王星辰健康药房连锁有限公司石厦西村健康药房,广东省深圳市福田区福保街道石厦社区石厦西村 105 号 104,114.048985,22.519669
53,宝安区,P44030603020,深圳市海王星辰健康药房连锁有限公司宝源健康药房,深圳市宝安区西乡街道宝源路深圳市名优工业产品展示采购中心一楼Ｂ118、Ｂ119号,113.866046,22.567722
54,宝安区,P44030600941,深圳市海王星辰健康药房连锁有限公司碧海名园健康药房,深圳市宝安区西乡街道宝安大道碧海名园094号商铺之一,113.864325,22.581948
55,宝安区,P44030600685,深圳市海王星辰健康药房连锁有限公司碧涛居健康药房,深圳市宝安区新安街道宝安20区洪浪北路碧涛居6栋A13号商铺,113.91442,22.571938
56,宝安区,P44030602654,深圳市海王星辰健康药房连锁有限公司凯旋城健康药房,广东省深圳市宝安区新安街道新乐社区新安一路 20 号金泓凯 旋城 11 栋新安一路 20-52-2,113.897103,22.545555
57,宝安区,P44030602685,深圳市海王星辰健康药房连锁有限公司塘尾华强花园健康药房,广东省深圳市宝安区福海街道塘尾社区华强城市花园一期3栋D座136,113.813914,22.699613
58,宝安区,P44030602680,深圳市海王星辰健康药房连锁有限公司福永和平健康药房,深圳市宝安区福永街道和平社区永和路79-2-2号铺,113.79263,22.692398
59,宝安区,P44030600547,深圳市海王星辰健康药房连锁有限公司福永龙洲健康药房,深圳市宝安区福永街道白石厦社区裕华园西龙州百货楼123,113.82594,22.67434
60,宝安区,P44030600543,深圳市海王星辰健康药房连锁有限公司福永桥头健康药房,广东省深圳市宝安区福永街道桥头社区桥南新村5号101,113.81193,22.691615
61,宝安区,P44030602693,深圳市海王星辰健康药房连锁有限公司福海桥新健康药房,深圳市宝安区福海街道新和社区一区富和路6号桥新路36-1号,113.79899,22.6739
62,宝安区,P44030600550,深圳市海王星辰健康药房连锁有限公司福永裕华健康药房,深圳市宝安区福永街道白石厦社区裕华园西3号裕花园西3-2-2、2单元201,113.825467,22.673399
63,宝安区,P44030600560,深圳市海王星辰健康药房连锁有限公司富佳苑健康药房,深圳市宝安区新安街道办翻身路富佳苑1栋108,113.887957,22.565226
64,宝安区,P44030600594,深圳市海王星辰健康药房连锁有限公司富民健康药房,深圳市宝安区新安街道上川路东侧富民苑1栋103－104,113.889638,22.569374
65,宝安区,P44030600824,深圳市海王星辰健康药房连锁有限公司富桥万家乐健康药房,深圳市宝安区福海街道桥头社区蚝业路4号4-4,113.800361,22.679967
66,宝安区,P44030600880,深圳市海王星辰健康药房连锁有限公司新安怡园路健康药房,深圳市宝安区新安街道灵芝园社区22区怡园路天河楼怡园路1088号,113.900143,22.579287
67,宝安区,P44030600559,深圳市海王星辰健康药房连锁有限公司共和健康药房,深圳市宝安区沙井街道共和社区福和路西十二巷1号101,113.802753,22.75823
68,宝安区,P44030600581,深圳市海王星辰健康药房连锁有限公司官田花园健康药房,广东省深圳市宝安区石岩街道官田社区吉祥路33号第10栋101,113.941102,22.679379
69,宝安区,P44030600566,深圳市海王星辰健康药房连锁有限公司冠城世家健康药房,深圳市宝安区新安街道办前进路南侧冠城世家1栋1007,113.906299,22.565772
70,宝安区,P44030600712,深圳市海王星辰健康药房连锁有限公司海秀路健康药房,深圳市宝安区新安街道嘉安路与海秀路交汇处熙龙湾花园（N23区）5栋101,113.892909,22.545852
71,宝安区,P44030602672,深圳市海王星辰健康药房连锁有限公司濠景城健康药房,深圳市宝安区沙井街道沙井濠景城132号铺位,113.790007,22.735676
72,宝安区,P44030600576,深圳市海王星辰健康药房连锁有限公司好世界健康药房,深圳市宝安区松岗街道红星社区松明大道105号一至三层之一楼右侧A02临街商铺,113.832565,22.765399
73,宝安区,P44030602655,深圳市海王星辰健康药房连锁有限公司和顺健康药房,深圳市宝安区福海街道和平社区玻璃围新村南五巷12号玻璃围新村南五巷12-2号,113.794529,22.689969
74,宝安区,P44030602698,深圳市海王星辰健康药房连锁有限公司阳光二街健康药房,广东省深圳市宝安区松岗街道松涛社区阳光二街 20 号 101,113.845391,22.768918
75,宝安区,P44030400828,深圳市海王星辰健康药房连锁有限公司桥头黄屋健康药房,深圳市宝安区福海街道桥头社区黄屋十一巷3号A101,113.803413,22.688309
76,宝安区,P44030600942,深圳市海王星辰健康药房连锁有限公司鸿景园二健康药房,深圳市宝安区新安街道宝城路34区宝民路鸿景园5栋127号铺,113.891784,22.573925
77,宝安区,P44030600715,深圳市海王星辰健康药房连锁有限公司怀德公元健康药房,深圳市宝安区福永街道怀德社区广深路福永段77号怀德公元L1-W70商铺,113.827113,22.670116
78,宝安区,P44030600558,深圳市海王星辰健康药房连锁有限公司黄埔健康药房,深圳市宝安区新桥街道黄埔社区黄埔南路和盛花园3栋1353－135／1363－136,113.844496,22.714512
79,宝安区,P44030600700,深圳市海王星辰健康药房连锁有限公司荟名庭健康药房,深圳市宝安区沙井街道华盛新沙荟名庭（二期）第1栋一单元01层64号,113.816732,22.733779
80,宝安区,P44030600542,深圳市海王星辰健康药房连锁有限公司福永德丰路健康药房,深圳市宝安区福永街道怀德社区芳华一区一巷3号福靖苑德丰路86路,113.817496,22.669597
81,宝安区,P44030600626,深圳市海王星辰健康药房连锁有限公司君逸世家健康药房,深圳市宝安区新安街道罗田路西北侧君逸世家花园1栋B08,113.881164,22.56084
82,宝安区,P44030600561,深圳市海王星辰健康药房连锁有限公司君域花园健康药房,深圳市宝安区松岗街道宏发君域花园3栋商铺S113之102-1,113.84023,22.777738
83,宝安区,P44030600619,深圳市海王星辰健康药房连锁有限公司丽景城健康药房,深圳市宝安区西乡街道76区丽景城2栋127、128号商铺,113.887324,22.588944
84,宝安区,P44030600678,深圳市海王星辰健康药房连锁有限公司丽莎花都健康药房,广东省深圳市宝安区沙井街道万科翡丽郡花园6栋01层商业100-2,113.813753,22.733057
85,宝安区,P44030600677,深圳市海王星辰健康药房连锁有限公司领航城健康药房,深圳市宝安区西乡街道航城大道北侧领航里程花园4栋108,113.856978,22.609136
86,宝安区,P44030604286,深圳市海王星辰健康药房连锁有限公司盛荟名庭健康药房,深圳市宝安区新安街道文雅社区34区华盛盛荟名庭2号楼119,113.893356,22.573923
87,宝安区,P44030600625,深圳市海王星辰健康药房连锁有限公司流塘健康药房,深圳市宝安区西乡街道建安二路西侧富瑰园C栋108,113.885042,22.582254
88,宝安区,P44030600707,深圳市海王星辰健康药房连锁有限公司流塘阳光花园健康药房,深圳市宝安区西乡街道流塘社区流塘阳光花园1栋143号,113.89114,22.58164
89,宝安区,P44030602669,深圳市海王星辰健康药房连锁有限公司官田一路健康药房,深圳市宝安区石岩街道官田社区官田一路1号一层,113.941677,22.680332
90,宝安区,P44030602667,深圳市海王星辰健康药房连锁有限公司前进健康药房,深圳市宝安区三十一区上川路天源花园一楼第四间铺,113.898072,22.576161
91,宝安区,P44030600682,深圳市海王星辰健康药房连锁有限公司勤诚达和园健康药房,深圳市宝安区新安街道勤诚达和园4#楼187、188号商铺,113.90909,22.57269
92,宝安区,P44030600709,深圳市海王星辰健康药房连锁有限公司松岗宝利豪庭健康药房,广东省深圳市宝安区松岗街道松涛社区宝利豪庭 001-1,113.850856,22.76422
93,宝安区,P44030602661,深圳市海王星辰健康药房连锁有限公司沙井健康药房,广东省深圳市宝安区沙井街道沙井大街38号,113.807145,22.732764
94,宝安区,P44030602677,深圳市海王星辰健康药房连锁有限公司新桥万丰健康药房,深圳市宝安区新桥街道沙企社区万丰路东侧棕榈堡花园1栋006、005、007、008,113.829733,22.719013
95,宝安区,P44030602664,深圳市海王星辰健康药房连锁有限公司新桥上星健康药房,深圳市宝安区新桥街道上星社区上星市场1号上星综合市场105,113.8331,22.727606
96,宝安区,P44030600525,深圳市海王星辰健康药房连锁有限公司沙井万丰健康药房,深圳市宝安区新桥街道万丰路万安路244号,113.824997,22.727096
97,宝安区,P44030600702,深圳市海王星辰健康药房连锁有限公司沙井新沙路健康药房,深圳市宝安区沙井街道东塘社区新沙路617号101-103,113.804503,22.731346
98,宝安区,P44030602662,深圳市海王星辰健康药房连锁有限公司山门健康药房,广东省深圳市宝安区松岗街道松岗社区山门路30号天阳大厦106,113.844963,22.773504
99,宝安区,P44030602656,深圳市海王星辰健康药房连锁有限公司上川健康药房,深圳市宝安区新安街道30区建安新村17栋商铺110号,113.895512,22.574112
100,宝安区,P44030602682,深圳市海王星辰健康药房连锁有限公司上合二健康药房,深圳市宝安区新安街道31区上合路59号,113.900503,22.575364
101,宝安区,P44030600663,深圳市海王星辰健康药房连锁有限公司上合三健康药房,深圳市宝安区新安街道36区公园路上川大厦308Ｃ商铺,113.902064,22.579954
102,宝安区,P44030600785,深圳市海王星辰健康药房连锁有限公司深业新岸线健康药房,深圳市宝安区新安街道新安大道东南侧深业新岸线2栋24,113.874531,22.558146
103,宝安区,P44030602692,深圳市海王星辰健康药房连锁有限公司石岩罗租健康药房,深圳市宝安区石岩街道罗租社区罗租统建楼一巷1号石岩大道45号,113.939521,22.67476
104,宝安区,P44030600932,深圳市海王星辰健康药房连锁有限公司石岩佳华健康药房,深圳市宝安区石岩街道罗租社区佳华豪苑商铺32号,113.939299,22.676802
105,宝安区,P44030602691,深圳市海王星辰健康药房连锁有限公司石岩乐万家健康药房,深圳市宝安区石岩街道育德路39号乐万家百货一层、二层（商铺1号铺）,114.049727,22.697613
106,宝安区,P44030602676,深圳市海王星辰健康药房连锁有限公司石岩南海百货健康药房,深圳市宝安区石岩街道应人石社区天宝路27号3栋一至三楼一楼电梯口商铺,,
107,宝安区,P44030602684,深圳市海王星辰健康药房连锁有限公司石岩年年好健康药房,深圳市宝安区石岩街道应人石社区创见二期工业区综合楼1、2、3、4、5楼（211左边）,,
108,宝安区,P44030600726,深圳市海王星辰健康药房连锁有限公司石岩羊台苑健康药房,深圳市宝安区石岩街道官田社区羊台苑二期2栋112,,
109,宝安区,P44030600772,深圳市海王星辰健康药房连锁有限公司松岗宝利来健康药房,深圳市宝安区松岗街道楼岗路宝利豪庭1栋商铺120,,
110,宝安区,P44030600545,深圳市海王星辰健康药房连锁有限公司松岗红星国际健康药房,广东省深圳市宝安区松岗街道红星社区红星国际新城一期D-19号商铺,,
111,宝安区,P44030602663,深圳市海王星辰健康药房连锁有限公司塘下涌健康药房,广东省深圳市宝安区燕罗街道塘下涌社区众福路71号众福路71-8,,
112,宝安区,P44030602695,深圳市海王星辰健康药房连锁有限公司松岗天虹健康药房,广东省深圳市宝安区松岗街道松涛社区宝利豪庭101及301天 虹商场 L1 层 0170 铺,,
113,宝安区,P44030602694,深圳市海王星辰健康药房连锁有限公司泰华阳光海健康药房,深圳市宝安区西乡街道宝源路西南侧阳光海湾花园第9栋1层H111-112号,,
114,宝安区,P44030600841,深圳市海王星辰健康药房连锁有限公司塘尾和沙路健康药房,深圳市宝安区福海街道塘尾社区和沙路48号和沙路48-4号,,
115,宝安区,P44030602703,深圳市海王星辰健康药房连锁有限公司福永南六巷健康药房,广东省深圳市宝安区福永街道兴围社区南六巷5 号A 栋A101,,
116,宝安区,P44030602702,深圳市海王星辰健康药房连锁有限公司桃源居健康药房,深圳市宝安区西乡街道桃源居12区13栋127,,
117,宝安区,P44030602651,深圳市海王星辰健康药房连锁有限公司桃源居三健康药房,深圳市宝安区西乡街道桃源居桃源盛景园15栋124,,
118,宝安区,P44030602720,深圳市海王星辰健康药房连锁有限公司桃源盛世健康药房,深圳市宝安区西乡街道广深公路东侧桃源盛世园1#-6#楼113,,
119,福田区,P44030600781,深圳市海王星辰健康药房连锁有限公司下沙一坊健康药房,深圳市福田区沙头街道下沙社区下沙村一坊19号101,,
120,坪山区,P44030603021,深圳市海王星辰健康药房连锁有限公司坪山深汕路健康药房,深圳市坪山区坪山街道六联社区深汕路（坪山段）168-41,,
121,宝安区,P44030602707,深圳市海王星辰健康药房连锁有限公司伟霞豪庭健康药房,深圳市宝安区福永街道白石厦社区永安坊东六巷1号石厦路58号、石厦路58-1号,,
122,宝安区,P44030600714,深圳市海王星辰健康药房连锁有限公司西岸华府健康药房,广东省深圳市宝安区松岗街道沙江路中海西岸华府（南区）6栋139、140,,
123,宝安区,P44030602697,深圳市海王星辰健康药房连锁有限公司西乡码头健康药房,深圳市宝安区西乡街道西乡社区鸣乐东街15号,,
124,宝安区,P44030602659,深圳市海王星辰健康药房连锁有限公司西乡天虹健康药房,深圳市宝安区西乡街道西乡大道与新湖路交汇处魅力时代花园Ａ－Ｊ裙楼负二层Ｂ2156号,,
125,宝安区,P44030602687,深圳市海王星辰健康药房连锁有限公司润科华府健康药房,深圳市宝安区航城街道鹤洲社区洲石路与鹤洲四路交汇处润科华府1-6座1-074、1-075,,
126,宝安区,P44030600672,深圳市海王星辰健康药房连锁有限公司西乡盐田健康药房,深圳市宝安区西乡街道盐田社区盐田新一村一巷四号首层,,
127,宝安区,P44030600708,深圳市海王星辰健康药房连锁有限公司香缤山健康药房,深圳市宝安区西乡街道中熙香缤山5栋114,,
128,宝安区,P44030600652,深圳市海王星辰健康药房连锁有限公司新安二健康药房,深圳市宝安区新安街道安湖社区5区福建兴业银行大楼104/105,,
129,宝安区,P44030600650,深圳市海王星辰健康药房连锁有限公司新安湖健康药房,深圳市宝安区前进路新安湖花园F座新云轩101、201之A-23号,,
130,宝安区,P44030600933,深圳市海王星辰健康药房连锁有限公司宝城天骄健康药房,广东省深圳市宝安区西乡街道富华社区宝城 76 区天骄世家 6 栋 1 单元 132,,
131,宝安区,P44030600654,深圳市海王星辰健康药房连锁有限公司新乐二健康药房,深圳市宝安区新安街道办安乐社区居委会安乐三街93号一楼101,,
132,宝安区,P44030600662,深圳市海王星辰健康药房连锁有限公司新厦苑健康药房,深圳市宝安区新安街道安乐社区甲岸路21号新厦苑甲岸路21-8,,
133,宝安区,P44030600948,深圳市海王星辰健康药房连锁有限公司新玥庭健康药房,深圳市宝安区新安街道新玥庭1栋118、119,,
134,宝安区,P44030600923,深圳市海王星辰健康药房连锁有限公司新圳二健康药房,深圳市宝安区宝城七区甲岸村305号,,
135,宝安区,P44030600655,深圳市海王星辰健康药房连锁有限公司松岗松瑞路健康药房,深圳市宝安区松岗街道红星社区松瑞路64号101,,
136,宝安区,P44030600552,深圳市海王星辰健康药房连锁有限公司星航华府健康药房,广东省深圳市宝安区福永街道兴华路与107国道交界处的星航华府三期商业01层C06、C07铺,,
137,宝安区,P44030600856,深圳市海王星辰健康药房连锁有限公司星沙健康药房,深圳市宝安区沙井街道上星隔彼一巷12号101商铺,,
138,宝安区,P44030600673,深圳市海王星辰健康药房连锁有限公司兴华健康药房,深圳市宝安区新安办翻身村洲达商业大厦一栋106号,,
139,宝安区,P44030600529,深圳市海王星辰健康药房连锁有限公司雅景苑健康药房,深圳市宝安区沙井街道环镇路240号103A,,
140,宝安区,P44030600645,深圳市海王星辰健康药房连锁有限公司燕川惠家乐健康药房,深圳市宝安区松岗街道燕川社区燕罗公路62号1号铺位A号铺,,
141,宝安区,P44030600253,深圳市海王星辰健康药房连锁有限公司裕安健康药房,深圳市宝安区上合裕安居统建楼2栋首层7号A商铺,,
142,宝安区,P44030600687,深圳市海王星辰健康药房连锁有限公司置富广场健康药房,深圳市宝安区西乡街道固戍一路固戍华庭一楼之一Ａ117．Ａ120－1,,
143,宝安区,P44030600710,深圳市海王星辰健康药房连锁有限公司中粮鸿云花园健康药房,深圳市宝安区西乡街道西乡大道与宝安大道交汇处中粮鸿云花园1栋04,,
144,宝安区,P44030600549,深圳市海王星辰健康药房连锁有限公司中洲华府健康药房,深圳市宝安区中洲华府二期11号楼11号单元半地下01层1103号房,,
145,宝安区,P44030600720,深圳市海王星辰健康药房连锁有限公司石岩浪心健康药房,深圳市宝安区石岩街道浪心社区宝石南路126号101,,
146,罗湖区,P44030600388,国药控股国大药房（深圳）连锁有限公司罗湖商业城一分店,深圳市罗湖区南湖街道罗湖桥社区人民南路1002号罗湖商业城1093号、1094号、1095号,,
147,宝安区,P44030600340,国药控股国大药房（深圳）连锁有限公司宝安吉之岛分店,深圳市宝安中心区Ｎ5区宏发领域花园4栋商场01之101、4栋商铺Ａ55－Ａ71、Ａ86－Ａ97、Ｂ57－Ｂ72、4栋商场01－Ｔ106,,
148,宝安区,P44030600360,国药控股国大药房（深圳）连锁有限公司宝安建安分店,深圳市宝安区新安街道新安五区建安路养鸡公司大楼一楼71－2号铺,,
149,宝安区,P44030600435,国药控股国大药房（深圳）连锁有限公司宝安前进分店,深圳市宝安区新安街道上川社区 35 区前进一路282号深国投广场201,,
150,宝安区,P44030600511,国药控股国大药房（深圳）连锁有限公司宝安西乡分店,深圳市宝安区西乡街道西乡社区真理街110-112号真理街136,,
151,宝安区,P44030600442,国药控股国大药房（深圳）连锁有限公司宝安新村分店,深圳市宝安区新安街道布心社区74区流塘路333号宝安新村18栋流塘路339号,,
152,龙岗区,P44030900451,国药控股国大药房（深圳）连锁有限公司龙岗荣域花园分店,深圳市龙岗区龙岗街道南联社区怡丰路16号远洋新干线荣域花园（一期）3栋143,,
153,宝安区,P44030600446,国药控股国大药房（深圳）连锁有限公司富盈门分店,深圳市宝安区西乡街道76区富盈门花园C1栋0132-0133,,
154,宝安区,P44030600405,国药控股国大药房（深圳）连锁有限公司新安分店,深圳市宝安区新安街道新安湖社区6区前进一路83号,,
155,龙岗区,P44030600341,国药控股国大药房（深圳）连锁有限公司松柏社区分店,深圳市龙岗区横岗街道松柏社区松柏路226号101,,
156,宝安区,P44030600411,国药控股国大药房（深圳）连锁有限公司沙井天虹分店,深圳市宝安区沙井街道中心路与创新路交汇处沙一商业大厦二楼2033#,,
157,南山区,P44030900461,国药控股国大药房（深圳）连锁有限公司南山兰溪谷分店,深圳市南山区招商街道沿山社区沿山路11号半山兰溪谷休闲会所102,,
158,罗湖区,P44030600382,国药控股国大药房（深圳）连锁有限公司清水河分店,深圳市罗湖区清水河街道坭岗社区坭岗西村94栋102,,
159,福田区,P44030602683,国药控股国大药房（深圳）连锁有限公司福保分店,深圳市福田区福保街道益田社区益田路1005号益田村11栋、12栋裙楼商铺102,,
160,宝安区,P44030602095,深圳市元和堂药业连锁有限公司华侨新村分店,深圳市宝安区西乡街道柳竹社区华侨新村三巷19号一楼101,,
161,宝安区,P44030602088,深圳市元和堂药业连锁有限公司西海岸分店,深圳市宝安区新安街道海华社区48区西海岸花园海月阁115,,
162,宝安区,P44030602077,深圳市元和堂药业连锁有限公司新安分店,广东省深圳市宝安区新安街道翻身路新锦安雅园A1-A4栋103,,
163,宝安区,P44030602071,深圳市元和堂药业连锁有限公司兴围分店,广东省深圳市宝安区福永街道兴围社区兴围大道6号第一层A03,,
164,宝安区,P44030601408,深圳市润泽堂药业连锁有限公司上南分店,深圳市宝安区新桥街道黄埔社区黄埔二区十巷14号上南大街73号,,
165,宝安区,P44030601406,深圳市润泽堂药业连锁有限公司燕川分店,深圳市宝安区燕罗街道燕川社区公园路S259怡情路2号,,
166,宝安区,P44030603390,深圳市宝华药行连锁有限公司安乐分店,深圳市宝安区新安街道43区兴华一路北东一巷B1号1（旧43区安乐三街1号）,,
167,宝安区,P44030602870,深圳市宝华药行连锁有限公司臣田分店,广东省深圳市宝安区西乡街道臣田社区中58号58-2,,
168,宝安区,P44030602841,深圳市宝华药行连锁有限公司创业分店,深圳市宝安区新安街道宝安24区创业二路创业大厦一楼创业市场8号,,
169,宝安区,P44030602827,深圳市宝华药行连锁有限公司东方一分店,深圳市宝安区松岗街道东方社区东方大道38号2栋Ｆ187,,
170,宝安区,P44030602758,深圳市宝华药行连锁有限公司凤凰里分店,深圳市宝安区福海街道新田社区中粮凤凰里花苑3栋中粮凤凰里花苑009,,
171,宝安区,P44030602840,深圳市宝华药行连锁有限公司红湾分店,深圳市宝安区西乡街道固兴社区红湾新村一区四巷1号103,,
172,宝安区,P44030602729,深圳市宝华药行连锁有限公司后瑞一分店,深圳市宝安区航城街道后瑞社区爱民路100号102,,
