序号,辖区,零售药店代码（国家）,零售药店名称,地址,X,Y
3365,盐田区,P44030801655,深圳市南北药行连锁有限公司和亨分店,深圳市盐田区盐田街道和亨中心广场Ｃ栋1－22号,,
3366,盐田区,P44030801830,深圳市南北药行连锁有限公司蓝郡西堤分店,深圳市盐田区海山街道海景二路与金融路交汇东南侧蓝郡西堤花园Ａ．Ｂ座半地下ＳＰ02（09号铺）,,
3367,盐田区,P44030801749,深圳市南北药行连锁有限公司明珠分店,深圳市盐田区明珠社区东海道379号东港印象家园小区（A区）裙楼半地下室A14商铺,,
3368,南山区,P44030801648,深圳市南北药行连锁有限公司远洋天著分店,深圳市南山区桃源街道平山社区丽山路9号远洋天著华府3栋商铺04,,
3369,盐田区,P44030801656,深圳市南北药行连锁有限公司南北药行盐田分店,广东省深圳市盐田区沙盐路2108、2109号（产权地址:天浩商住楼113、114号）,,
3370,盐田区,P44030701258,深圳市百姓大药房连锁有限公司沙头角分店,深圳市盐田区海山街道梧桐社区深盐路2138号沙鑫大厦B座田东市场1A-17号18号,,
3371,盐田区,P44030701267,深圳市百姓大药房连锁有限公司盐田分店,深圳市盐田区盐田街道东海社区东海道170号,,
3372,盐田区,P44030801916,广东万春堂医药连锁有限公司海涛分店,深圳市盐田区海山街道海涛路124号,,
3373,盐田区,P44030801937,广东万春堂医药连锁有限公司和亨家园分店,深圳市盐田区东海道262号和亨家园1B05,,
3374,盐田区,P44030801991,广东万春堂医药连锁有限公司心海药店,广东省深圳市盐田区盐葵路大梅沙心海假日雅阁一楼,,
3375,盐田区,P44030800143,深圳市万泽医药连锁有限公司金融路药店,深圳市盐田区金融路80号,,
3376,盐田区,P44030800134,深圳市万泽医药连锁有限公司盐田万家药店,深圳市盐田区盐田街道深盐路与海山路交汇处区政府对面（壹海道B1）（五区负一层）A01＋A02,,
3377,盐田区,P44030802787,深圳市深业众生堂药房有限公司宝济堂大药房,深圳市盐田区沙头角街道田心社区沙盐路3048-11-12(福苑0115、0116),,
3378,盐田区,P44030803199,深圳市深业众生堂药房有限公司宝济堂大药房福康分店,深圳市盐田区沙头角街道东和社区公园路42-2号,,
3379,盐田区,P44030803200,深圳市深业众生堂药房有限公司宝济堂大药房福星分店,深圳市盐田区海山街道沙头角福星楼深盐路2170－2,,
3380,盐田区,P44030803198,深圳市深业众生堂药房有限公司宝济堂大药房盐田分店,广东省深圳市盐田区盐田街道北山道125号星港名苑1楼,,
3381,盐田区,P44030901146,深圳市中源大药房连锁有限公司泊郡雅苑分店,深圳市盐田区盐田街道东海社区明珠道北侧泊郡雅苑一楼141号,,
3382,盐田区,P44030802250,深圳市壹丰大药房有限公司,深圳市盐田区海山街道沙头角保税区第一生活区7栋1楼,,
3383,盐田区,P44030801219,深圳市一逸堂健康医药管理有限公司沙盐路分店,深圳市盐田区海山街道田东社区下梧桐路2号海鹏苑一单元103,,
3384,盐田区,P44030801205,深圳市茗珍大药房有限公司,深圳市盐田区海山街道梧桐路1033-7东部山海家园1.2号裙楼107A,,
3385,盐田区,P44030802405,深圳市新一德药房连锁有限公司金海雅居分店,深圳市盐田区盐田街道北山路金海雅居118号,,
3386,盐田区,P44030801006,深圳市立丰大药房有限公司沿港分店,深圳市盐田区盐田街道沿港社区洪安围村128号204,,
3387,盐田区,P44030800895,深圳市海王星辰健康药房连锁有限公司盐田沙头角健康药房,深圳市盐田区沙头角街道田心社区兴田街4号,,
3388,盐田区,P44030802597,深圳市壹丰大药房有限公司恩上分店,沙头角街道田心社区恩上路81号恩上路83号,,
3389,盐田区,P44030802598,深圳市壹丰大药房有限公司园林分店,沙头角街道沙头角社区园林路5号海滨宿舍楼园林路7号,,
3390,盐田区,P44030802599,深圳市壹丰大药房有限公司山泉分店,沙头角街道沙头角社区深盐路3032号山泉小区深盐路3050,,
3391,盐田区,P44030802785,深圳市瑞草堂大药房有限公司海涛分店,深圳市盐田区沙头角街道桥东社区海涛路1号嘉信蓝海华府海涛路1号1-1,,
3392,盐田区,P44030801104,深圳市中源大药房连锁有限公司小梅沙一分店,深圳市盐田区梅沙街道小梅沙村20－1号,,
3393,盐田区,P44030803201,深圳市立丰大药房有限公司盐田一分店,深圳市盐田区盐田街道明珠社区东海道379号东港印象A区30,,
3394,盐田区,P44030803856,深圳市海王星辰健康药房连锁有限公司盐田山海城健康药房,深圳市盐田区盐田街道东海社区洪安路3号佳兆业山海城家园一期1栋124-125,,
3395,盐田区,P44030803857,深圳市海王星辰健康药房连锁有限公司盐田和亨家园健康药房,深圳市盐田区盐田街道明珠社区东海道270号B栋1B01,,
3396,盐田区,P44030804035,深圳市南北药行连锁有限公司园林分店,深圳市盐田区沙头角街道沙头角社区园林路30号山海云景1单元103,,
3397,盐田区,P44030803927,深圳市立丰大药房有限公司北山道分店,深圳市盐田区盐田街道沿港社区北山道123号三洲田综合楼114,,
3398,福田区,P44030403247,深圳市好邻居大药房有限公司福田赤尾二分店,深圳市福田区南园街道赤尾社区赤尾村一坊11号101,,
3399,福田区,P44030504462,深圳市华太大药房有限公司雅云轩分店,深圳市福田区福保街道明月社区石厦北三街4号雅云轩负101,,
3400,福田区,P44030403905,深圳市君安药房有限公司香蜜府分店,深圳市福田区香蜜湖街道香安社区安托山五路1号香蜜府L1-13,,
3401,罗湖区,P44030304147,深圳市南北药行连锁有限公司深业东岭分店,深圳市罗湖区黄贝街道黄贝岭社区深南东路1002号黄贝岭三路9号深业东岭1栋110铺,,
3402,罗湖区,P44030304450,深圳市瑞草堂大药房有限公司长岭分店,广东省深圳市罗湖区莲塘街道长岭村84号A1楼101号房,,
3403,罗湖区,P44030304473,深圳市桂园东康药房有限公司,深圳市罗湖区桂园街道桂木园社区桂园路141号红群楼5栋桂园路121-3,,
3404,罗湖区,P44030304565,正元堂医药（深圳）有限公司春风分店,深圳市罗湖区南湖街道罗湖社区春风路3043号缉敬大厦103,,
3405,罗湖区,P44030304547,深圳市元和堂药业连锁有限公司莲馨园分店,深圳市罗湖区莲塘街道国威路莲馨园如意阁A004,,
3406,罗湖区,P44030304460,深圳市兴仁济大药房有限公司,深圳市罗湖区桂园街道桂木园社区桂园路68号果园西六栋3号之一（桂园路68号）C,,
3407,南山区,P44030504347,广东瑞乐医药有限公司马家龙分店,深圳市南山区南头街道马家龙社区艺园路168荔园新村8栋101-102-103号,,
3408,南山区,P44030404611,深圳市好邻居大药房有限公司西丽平山村分店,深圳市南山区桃源街道平山社区平山村384号103,,
3409,南山区,P44030504461,深圳市大参林药业连锁有限公司南山白石洲分店,深圳市南山区沙河街道白石洲东社区白石洲西一坊59A号103,,
3410,南山区,P44030504464,深圳市和君康大药房有限公司茶光分店,深圳市南山区西丽街道曙光社区茶光村1-1号105,,
3411,南山区,P44030504625,深圳市益民可信药房有限公司南山村分店,深圳市南山区南山街道南山社区南山村商 贸中心3号p,,
3412,南山区,P44030503402,深圳市福康西丽宝华药行有限公司,深圳市南山区西丽镇西丽路华源楼一楼49号,,
3413,宝安区,P44030604191,深圳市南北药行连锁有限公司华强城分店,深圳市宝安区福海街道塘尾社区华强城市花园三期2栋B座117,,
3414,宝安区,P44030604186,深圳市南北药行连锁有限公司水田新村分店,深圳市宝安区石岩街道水田社区水田新村四区53号佳得乐112,,
3415,宝安区,P44030604364,深圳市立丰大药房有限公司福海八分店,深圳市宝安区福海街道新田社区新田大道282号新田大道278、280号,,
3416,宝安区,P44030504408,深圳市海王星辰健康药房连锁有限公司福永福围西街健康药房,深圳市宝安区福永街道福围社区东福围西街19号东福围西街19-3号,,
3417,宝安区,P44030604339,广东瑞乐医药有限公司塘下涌分店,深圳市宝安区燕罗街道塘下涌社区一村五巷21号平福路13号,,
3418,宝安区,P44030604754,深圳市嘉康医药有限公司骏凯店,深圳市宝安区沙井街道大王山社区大王山骏凯豪庭102,,
3419,宝安区,P44030604755,深圳市嘉康医药有限公司桥新店,深圳市宝安区福海街道新和社区一区富和路 9 号桥新路 26-1 号,,
3420,宝安区,P44030604479,深圳市康之源医药有限公司流塘一店,深圳市宝安区西乡街道流塘社区宝民二路63号宝民二路71,,
3421,宝安区,P44030604405,深圳市仁南大药房连锁有限责任公司宝安第一分店,深圳市宝安区西乡街道盐田社区银田工业区雍啟B区20栋城家公寓101,,
3422,宝安区,P44030604406,深圳市仁南大药房连锁有限责任公司兴华分店,深圳市宝安区新安街道灵芝园社区怡园路1045号灵芝综合楼兴华二路145-2号,,
3423,宝安区,P44030604516,深圳市瑞草堂大药房有限公司西乡盐田分店,广东省深圳市宝安区西乡街道盐田社区新三村下6排3号1楼101,,
3424,宝安区,P44030604519,深圳市信德堂药业连锁有限公司沙浦围三分店,深圳市宝安区松岗街道沙浦围社区碧朗路康怡楼103-104,,
3425,宝安区,P44030604503,深圳市中源大药房连锁有限公司黄田分店,深圳市宝安区航城街道黄田社区黄田路26号102,,
3426,宝安区,P44030604470,深圳市都市医药股份有限公司西乡分店,深圳市宝安区西乡街道凤凰岗社区宝田一路169号宝田一路169-1,,
3427,宝安区,P44030604549,深圳市国立堂医药有限公司石岩分店,深圳市宝安区石岩街道罗租社区罗租上新村十五巷1号育德路102号,,
3428,宝安区,P44030604379,深圳市健华药业连锁有限公司石岩上屋分店,深圳市宝安区石岩街道上屋社区上屋大道163号105,,
3429,宝安区,P44030604620,深圳市民和堂医药有限公司,深圳市宝安区石岩街道上屋社区爱群路同富裕工业区109,,
3430,宝安区,P44030604764,深圳市瑞和堂医药有限公司,深圳市宝安区西乡街道永丰社区6-39号101,,
3431,宝安区,P44030604537,深圳市沙井步涌药店,深圳市宝安区沙井街道步涌社区新和大道96号新和大道96-1,,
3432,宝安区,P44030604821,深圳市同北药房有限公司第六分店,深圳市宝安区石岩街道龙腾社区上排旧村七区91号101,,
3433,宝安区,P44030604812,深圳市万好大药房有限公司,深圳市宝安区福永街道时代景苑小区4栋302,,
3434,宝安区,P44030604522,深圳市棕榈堡药店,深圳市宝安区新桥街道沙企社区万丰路东侧棕榈堡花园2栋中心路30-12号-1及30-12号,,
3435,龙岗区,P44030704584,深圳市广安利健康药房有限公司坳背分店,广东省深圳市龙岗区园山街道保安社区坳背路96-98号101,,
3436,龙岗区,P44030704586,深圳市广安利健康药房有限公司宝龙同心路分店,深圳市龙岗区宝龙街道同心社区同心路168号B栋丁甲岭市场101,,
3437,龙岗区,P44030704587,深圳市广安利健康药房有限公司龙城锦绣东方分店,深圳市龙岗区龙城街道愉园社区清林中路50号锦绣东方锦府白灰围二路5号,,
3438,龙岗区,P44030704580,深圳市广安利医药连锁有限公司坂田禾坪岗分店,深圳市龙岗区坂田街道岗头社区禾坪岗禾坪路32号101,,
3439,龙岗区,P44030704572,深圳市广安利医药连锁有限公司平湖辅城坳二分店,深圳市龙岗区平湖街道辅城坳社区工业大道一巷19-1号,,
3440,龙岗区,P44030704575,深圳市广安利医药连锁有限公司坪地第三分店,深圳市龙岗区坪地街道怡心社区文明东路19号101,,
3441,罗湖区,P44030704133,深圳市南北药行连锁有限公司洪湖翠盈嘉园分店,深圳市罗湖区笋岗街道湖景社区洪湖一街23号翠盈嘉园109号,,
3442,龙岗区,P44030704001,深圳市南北药行连锁有限公司和南路分店,深圳市龙岗区坂田街道五和社区十二橡树庄园2号商业楼商2-1-101,,
3443,龙岗区,P44030704134,深圳市南北药行连锁有限公司马安堂分店,深圳市龙岗区坂田街道马安堂社区新河街6号115,,
3444,龙岗区,P44030704135,深圳市南北药行连锁有限公司融悦分店,深圳市龙岗区平湖街道山厦社区融悦山居A区3栋120,,
3445,龙岗区,P44030704324,广东瑞乐医药有限公司深圳龙平分店,深圳市龙岗区龙城街道盛平社区龙平东路381号阳光广场C栋二单元109,,
3446,龙岗区,P44030704541,深圳市俊龙医药连锁有限公司安良分店,广东省深圳市龙岗区园山街道办事处安良社区安兴路12-1号B 区 102,,
3447,龙岗区,P44030704540,深圳市俊龙医药连锁有限公司好又多分店,深圳市龙岗区龙岗街道南联社区怡丰路34号祥情物业1楼专柜1,,
3448,龙岗区,P44030704447,深圳市润泽堂药业连锁有限公司南岭汇佳分店,深圳市龙岗区南湾街道南龙社区汇佳购物广场101,,
3449,龙岗区,P44030704735,深圳市万众医药有限公司龙城东森花园分店,深圳市龙岗区龙城街道新联社区东森花园三巷1号101,,
3450,龙岗区,P44030704740,深圳市万众医药有限公司龙城如意分店,深圳市龙岗区龙城街道新联社区第二市场24号102,,
3451,龙岗区,P44030704737,深圳市万众医药有限公司南约分店,深圳市龙岗区宝龙街道南约社区联和西区老围24号104,,
3452,龙岗区,P44030704738,深圳市万众医药有限公司蒲鹏分店,深圳市龙岗区龙城街道新联社区蒲排南路37号101,,
3453,龙岗区,P44030704683,深圳市永信堂大药房有限公司横岗麟恒分店,深圳市龙岗区横岗街道六约社区东城中心花园126,,
3454,罗湖区,P44030704689,深圳市永信堂大药房有限公司罗湖草埔西分店,深圳市罗湖区清水河街道草埔西社区吓围新村37栋104,,
3455,龙岗区,P44030704477,深圳市中源大药房连锁有限公司甘坑新村分店,深圳市龙岗区吉华街道甘坑社区甘坑新村十六巷11号101,,
3456,龙岗区,P44030704524,广东万普医药连锁有限公司五和分店,深圳市龙岗区坂田街道南坑社区五和大道（南）36号星景苑-2,,
3457,龙岗区,P44030704421,深圳市博美健大药房有限公司,深圳市龙岗区园山街道安良社区沙荷路76号D栋213-215室,,
3458,龙岗区,P44030704340,深圳市福林药行有限公司,深圳市龙岗区龙城街道黄阁坑社区清林路442号天健现代城2栋053,,
3459,龙岗区,P44030704688,深圳市上医健康药房有限公司,深圳市龙岗区龙城街道尚景社区龙福路156号城龙花园7栋1层4号,,
3460,龙岗区,P44030704361,深圳市桐济堂医药有限公司四联分店,广东省深圳市龙岗区横岗街道横岗社区四联路 137 号 101 商铺,,
3461,龙岗区,P44030704431,深圳市新一德药房连锁有限公司盛平保康分店,深圳市龙岗区龙城街道盛平盛华路14号101,,
3462,龙华区,P44030904424,深圳市立丰大药房有限公司澳华新村分店,深圳市龙华区大浪街道高峰社区澳华新村2号103,,
3463,龙华区,P44030904555,深圳市康之源大药房连锁有限公司华府分店,深圳市龙华区观湖街道樟坑径社区新樟路158号中森公园华府C座半地下商业01层39,,
3464,龙华区,P44030904482,深圳市康之源医药有限公司富康惠济店,深圳市龙华区龙华街道富康社区清泉路1-4号,,
3465,龙华区,P44030904481,深圳市康之源医药有限公司樟坑径店,深圳市龙华区观湖街道樟坑径社区下围南四巷5号101,,
3466,龙华区,P44030904498,深圳市世纪大药房有限公司民乐分店,深圳市龙华区民治街道民乐社区滢水山庄二区15栋105-106,,
3467,龙华区,P44030904487,深圳市御康养生医药有限公司章阁分店,深圳市龙华区福城街道章阁社区章阁路271号101,,
3468,龙华区,P44030904494,深圳市永祥药房连锁有限公司河西分店,广东省深圳市龙华区观湖街道观城社区横坑南路8,,
3469,光明区,P44031104145,深圳市南北药行连锁有限公司南庄分店,深圳市光明区马田街道新庄社区南庄田园路2号102,,
3470,光明区,P44031104456,深圳市海王星辰健康药房连锁有限公司光明环田路健康药房,深圳市光明区玉塘街道田寮社区环田路12号106,,
3471,光明区,P44031104548,深圳市瑞华康源医药有限公司公明塘尾分店,深圳市光明区凤凰街道塘尾社区塘前路32号106,,
3472,光明区,P44031104475,深圳市田园药店,深圳市光明区马田街道新庄社区南庄田园路合众豪庭3栋103号，104号,,
3473,坪山区,P44031004638,深圳市百信大药房有限公司碧岭分店,深圳市坪山区碧岭街道碧岭社区雨顺路三巷4号101,,
3474,坪山区,P44031004517,深圳市百信大药房有限公司育新分店,深圳市坪山区坑梓街道坑梓社区育新街13号101,,
3475,坪山区,P44031004639,深圳市百信大药房有限公司锦华分店,深圳市坪山区碧岭街道碧岭社区锦华路30号102,,
3476,坪山区,P44031004453,深圳市瑞草堂大药房有限公司澜湾分店,深圳市坪山区龙田街道竹坑社区澜湾花园1栋A座M106,,
3477,坪山区,P44031004452,深圳市瑞草堂大药房有限公司三洋湖分店,广东省深圳市坪山新区坪山街道坪山社区三洋湖工业大道9号101,,
3478,坪山区,P44031004454,深圳市润泽堂药业连锁有限公司联城分店,深圳市坪山区龙田街道龙田社区大水湾大水湾市场路15号114,,
3479,大鹏新区,P44030704585,深圳市广安利健康药房有限公司大鹏同富分店,深圳市大鹏新区大鹏街道布新社区布新工业区第五栋宿舍106-107,,
3480,大鹏新区,P44030700002,深圳市俊龙医药连锁有限公司布新分店,深圳市大鹏新区大鹏街道布新社区布新路91号106－108,,
3481,福田区,P44030404520,深圳市瑞草堂大药房有限公司名津广场二分店,深圳市福田区福田街道渔农社区裕亨路1号名津广场1层151、152,,
3482,福田区,P44030404609,叮当智慧药房（广东）有限公司深圳福田景田店,深圳市福田区莲花街道梅富社区布尾村106-1号101,,
3483,罗湖区,P44030304533,深圳市瑞草堂大药房有限公司坳下分店,广东省深圳市罗湖区莲塘街道坳下村132号Ａ一楼101铺,,
3484,罗湖区,P44030304535,深圳市瑞草堂大药房有限公司翠竹分店,深圳市罗湖区翠竹街道新村社区爱国路3013号水库新村36号101,,
3485,坪山区,P44030504563,广东蔓狮数字健康有限公司鹅埠分店,深圳市深汕特别合作区鹅埠镇广汕公路口三十米大道右侧与财政所隔墙第二栋一楼,,
3486,南山区,P44030504518,国药控股广州有限公司深圳南山桃园路大药房,深圳市南山区南头街道田厦社区常丰花园B栋8#,,
3487,宝安区,P44030604501,深圳市海王星辰健康药房连锁有限公司西乡四巷健康药房,深圳市宝安区西乡街道南昌社区南昌二队西四巷11号103,,
3488,宝安区,P44030604502,深圳市海王星辰健康药房连锁有限公司新桥万科星城健康药房,深圳市宝安区新桥街道上星社区上星路万科星城名邸1栋129,,
3489,宝安区,P44030604508,深圳市南北药行连锁有限公司新安黄金台分店,深圳市宝安区新安街道上川社区35区黄金台小区4栋新安四路235-1号,,
3490,宝安区,P44030604515,深圳市南北药行连锁有限公司坣岗分店,深圳市宝安区沙井街道坣岗社区村前路福岗楼6栋村前路40号.42号,,
3491,宝安区,P44030604507,深圳市南北药行连锁有限公司塘尾十区分店,深圳市宝安区福海街道塘尾社区十区北七巷10号102,,
3492,宝安区,P44030604514,深圳市健华药业连锁有限公司凤凰阁分店,深圳市宝安区西乡街道凤凰岗社区凤凰岗路凤凰阁105,,
3493,宝安区,P44030604511,深圳市健华药业连锁有限公司黄麻布分店,深圳市宝安区航城街道黄麻布社区黄麻布新村十五巷3号102,,
3494,宝安区,P44030604513,深圳市健华药业连锁有限公司西乡林屋分店,深圳市宝安区航城街道黄田社区黄田路47号101,,
3495,宝安区,P44030604478,深圳市深药医药有限公司,深圳市宝安区新桥街道上星社区上星路万科星城名邸1栋130,,
3496,宝安区,P44030604711,都市百姓（深圳）医药贸易有限公司香缇湾分店,深圳市宝安区西乡街道永丰社区香缇湾花园1栋香缇湾花园金海路25-25,,
3497,宝安区,P44030604604,广东蔓狮数字健康有限公司丽沙分店,广东省深圳市宝安区新桥街道沙企社区中心路28号丽沙花都商铺1栋中心路28-36号,,
3498,宝安区,P44030604602,深圳市百年永祥大药房有限公司沙井分店,深圳市宝安区沙井街道沙四社区飞扬路88号沙三购物广场110,,
3499,宝安区,P44030604603,深圳市百年永祥大药房有限公司上围园分店,广东省深圳市宝安区西乡街道固兴社区上围园新村八巷8号101,,
3500,宝安区,P44030604509,深圳市宝华药行连锁有限公司安乐社区分店,深圳市宝安区新安街道安乐社区翻身村五二队8栋101,,
3501,宝安区,P44030604596,深圳市博美健大药房有限公司恒丰分店,深圳市宝安区航城街道鹤洲社区洲石路739号恒丰工业城E6栋112,,
3502,宝安区,P44030604598,深圳市信德堂药业连锁有限公司帝堂分店,深圳市宝安区沙井街道沙三社区帝堂路36号101,,
3503,宝安区,P44030604599,深圳市信德堂药业连锁有限公司布心二分店,广东省深圳市宝安区新安街道７４区布心二村东一巷１号（１０１）,,
3504,宝安区,P44030604595,深圳市信德堂药业连锁有限公司松岗松涛分店,广东省深圳市宝安区松岗街道松涛社区园丁路宜新花园9栋103,,
3505,宝安区,P44030604811,二十四小时药房（深圳）有限公司罗租下新村分店,深圳市宝安区石岩街道浪心社区浪心居委石岩工业街Ｂ6栋110,,
3506,宝安区,P44030604619,深圳市百姓医药有限公司,深圳市宝安区福永街道凤凰社区西区271栋首层101号,,
3507,宝安区,P44030604762,深圳市嘉康医药有限公司松岗店,深圳市宝安区松岗街道三区四巷1号,,
3508,宝安区,P44030604630,深圳市润德丰大药房管理有限公司华强城分店,广东省深圳市宝安区福永塘尾十五区四巷7号,,
3509,宝安区,P44030604827,深圳市润和医药有限公司,深圳市宝安区新桥街道上星社区上星向西二巷31号向西二巷31-2号,,
3510,宝安区,P44030604810,深圳市石岩顺裕药店,深圳市宝安区石岩街道浪心社区宝石南路182号,,
3511,宝安区,P44030604538,深圳市同北药房有限公司,深圳市宝安区石岩街道龙腾社区上排南十六巷1号101,,
3512,宝安区,P44030604628,深圳市新一德药房连锁有限公司凤凰岗分店,深圳市宝安区西乡街道凤凰岗社区东九巷10号101铺,,
3513,宝安区,P44030604784,深圳市中源大药房连锁有限公司海裕分店,深圳市宝安区新安街道海裕社区N15区幸福海岸花园10栋幸福海岸花园10栋A、B座110,,
3514,龙岗区,P44030704647,深圳市瑞草堂大药房有限公司官塘分店,广东省深圳市龙岗区南湾街道厦村社区官塘五巷５号１楼,,
3515,龙岗区,P44030704648,深圳市瑞草堂大药房有限公司南三社区分店,广东省深圳市龙岗区布吉街道南三社区新三村小区50号102,,
3516,龙岗区,P44030704690,深圳市广安利医药连锁有限公司横岗安良分店,深圳市龙岗区园山街道安良社区沙排路25号101,,
3517,龙岗区,P44030704743,深圳市广安利医药连锁有限公司龙岗积谷田分店,深圳市龙岗区宝龙街道南约社区积谷田一 区一巷13号101,,
3518,龙岗区,P44030704686,深圳市广安利医药连锁有限公司龙岗锦龙分店,深圳市龙岗区宝龙街道宝龙社区锦龙二路 5号新阳光工业厂区办公楼5-5,,
3519,龙岗区,P44030704687,深圳市广安利医药连锁有限公司龙岗龙溪分店,广东省深圳市龙岗区龙岗街道南联社区龙溪路6号107,,
3520,龙岗区,P44030704528,深圳市南北药行连锁有限公司荷康花园分店,深圳市龙岗区园山街道荷坳社区龙岗大道横岗段7559号荷康花园（乐城）S37,,
3521,龙岗区,P44030704578,深圳市立丰大药房有限公司四联分店,深圳市龙岗区横岗街道四联社区四联路287、289号106,,
3522,龙岗区,P44030704529,深圳市宝华药行连锁有限公司和成嘉业分店,深圳市龙岗区坂田街道杨美社区杨美路39号和成嘉业名园1栋商业半地下一层,,
3523,龙岗区,P44030704542,深圳市俊龙药房有限公司简龙分店,深圳市龙岗区园山街道保安社区简龙水库路14号101,,
3524,龙岗区,P44030704539,深圳市俊龙医药连锁有限公司香沙分店,深圳市龙岗区坪地街道坪西社区龙岗大道（坪地段）1008号今日香沙御景园2栋商业1层01,,
3525,龙岗区,P44030704543,深圳市俊龙医药连锁有限公司顺盛堂分店,深圳市龙岗区坂田街道岗头社区中围路23号A栋一楼C-9号,,
3526,龙岗区,P44030704560,深圳市康之源大药房连锁有限公司花旗分店,深圳市龙岗区园山街道大康社区安兴路33号万俊隆商场111,,
3527,龙岗区,P44030704491,深圳市润泽堂药业连锁有限公司同富分店,深圳市龙岗区宝龙街道龙新社区同富路20-7号,,
3528,龙岗区,P44030704490,深圳市润泽堂药业连锁有限公司源大分店,深圳市龙岗区横岗街道茂盛路141号101,,
3529,龙岗区,P44030704530,深圳市永祥药房连锁有限公司黄金山分店,深圳市龙岗区坂田街道坂田社区黄金山二巷1 号102,,
3530,龙岗区,P44030704327,广东瑞乐医药有限公司大竹园分店,深圳市龙岗区平湖街道鹅公岭社区大竹园四巷1号103房,,
3531,龙岗区,P44030704488,汉唐医药（深圳）有限公司,深圳市龙岗区吉华街道水径社区大坡头西区五巷10号101,,
3532,龙岗区,P44030701275,深圳市百姓大药房连锁有限公司恒春分店,深圳市龙岗区坂田街道大发埔社区坂田和西街16号五和中路23号103-104,,
3533,龙岗区,P44030704650,深圳市吉祥里药店,深圳市龙岗区龙城街道黄阁坑社区吉祥里豪庭4栋半地下120,,
3534,龙岗区,P44030704796,深圳市健康一佰药业有限公司,深圳市龙岗区南湾街道下李朗社区下李北路中心为东区2号102,,
3535,龙岗区,P44030704527,深圳市美家药房有限公司龙珠花园分店,深圳市龙岗区布吉街道龙珠社区京南路72号宝安粮食公司1号厂房103,,
3536,龙岗区,P44030704731,深圳市欧健药业有限公司坪地坪西分店,深圳市龙岗区坪地街道坪西社区坪西北路54-1号101,,
3537,龙岗区,P44030704798,深圳市深联众康九州通大药房连锁有限公司平湖三店,深圳市龙岗区平湖街道凤凰社区荔园街14、16号101,,
3538,龙岗区,P44030704531,深圳市桐济堂医药有限公司怡翠分店,广东省深圳市龙岗区龙城街道吉祥社区怡翠路 202 号保利上城二期3 栋 135 商铺,,
3539,龙岗区,P44030704739,深圳市万众医药有限公司龙岗同乐分店,深圳市龙岗区宝龙街道同乐社区乐园路8-10号101,,
3540,龙岗区,P44030704177,深圳市杏林春堂大药房连锁有限公司黄金苑店,深圳市龙岗区南湾街道南岭村社区黄金南路39号黄金苑A栋104-105,,
3541,龙岗区,P44030704558,深圳市元和堂药业连锁有限公司石龙坑分店,深圳市龙岗区吉华街道水径社区石龙坑南三巷5号101,,
3542,龙岗区,P44030704443,蜗牛药房连锁（广东）有限公司,深圳市龙岗区龙城街道爱联社区余岭中路15号101,,
3543,龙华区,P44030904499,深圳市南北药行连锁有限公司梅龙苑分店,深圳市龙华区龙华街道松和社区梅龙大道918号梅龙大道918-1,,
3544,龙华区,P44030904500,深圳市本草药房有限公司丹枫雅苑分店,深圳市龙华区龙华街道景龙社区建设东路丹枫雅苑A、B栋113,,
3545,龙华区,P44030904608,深圳市金寿康现代药房有限公司大水坑分店,深圳市龙华区福城街道大水坑社区大三村323号-1,,
3546,龙华区,P44030904607,深圳市金寿康现代药房有限公司永康分店,深圳市龙华区民治街道新牛社区万众生活村26栋-1-2-3,,
3547,龙华区,P44030904557,深圳市康之源大药房连锁有限公司大浪二分店,深圳市龙华区大浪街道浪口社区福轩新村36号102,,
3548,龙华区,P44030604532,深圳市富东药店,深圳市龙华区大浪街道高峰社区元芬新村124号101,,
3549,龙华区,P44030904564,深圳市嘉润百草堂大药房有限公司,深圳市龙华区观澜街道广培社区高尔夫大道8号5栋106（F）,,
3550,龙华区,P44030904592,深圳市秦康大药店有限公司,深圳市龙华区大浪街道浪口社区华昌北路右侧1栋1-4单元华昌路216号,,
3551,龙华区,P44030904570,深圳市仁南大药房连锁有限责任公司观湖三分店,深圳市龙华区观湖街道松元厦社区中心新村39-2 号102,,
3552,龙华区,P44030904567,正元堂医药（深圳）有限公司春华四季园分店,深圳市龙华区民治街道民治社区春华四季园13栋41,,
3553,光明区,P44031104655,深圳市瑞草堂大药房有限公司塘尾分店,广东省深圳市光明区凤凰街道塘尾社区塘尾村前路8号103,,
3554,光明区,P44031104495,深圳市南北药行连锁有限公司长升分店,深圳市光明区玉塘街道长圳社区长升路42号2栋102,,
3555,光明区,P44031104589,深圳市立丰大药房有限公司白花八分店,深圳市光明区光明街道白花社区裕民花园2栋7-1,,
3556,光明区,P44031104489,深圳市润泽堂药业连锁有限公司长圳二分店,深圳市光明区玉塘街道长圳社区西二巷6号101,,
3557,光明区,P44031104457,深圳市国华堂医药有限公司公明分店,深圳市光明区马田街道合水口社区十三区商业大楼111,,
3558,光明区,P44031104484,深圳市新盛国药房有限公司田寮分店,深圳市光明区玉塘街道田寮社区田湾路25号101,,
3559,光明区,P44031104562,深圳市长圳药店,广东省深圳市光明区玉塘街道长圳社区长升路42号7栋A座109,,
3560,大鹏新区,P44030704581,深圳市广安利医药连锁有限公司大鹏新园街分店,广东省深圳市大鹏新区大鹏街道新园街２２号１楼,,
